area_type,availability,location,size,society,total_sqft,bath,balcony,price,month,ready,extract,address
Super built-up  Area,Ready To Move,B Narayanapura,2.0,others,6.966967138613983,2.0,1.0,3.917408477704484,,Ready To Move,Ready To Move,"B Narayanapura,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Haralur Road,2.0,others,7.170888478512505,2.0,2.0,4.110873864173311,,Ready To Move,Ready To Move,"Haralur Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Hormavu,4.0,others,8.006700845440367,4.0,0.0,4.61512051684126,,Ready To Move,Ready To Move,"Hormavu,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Bellandur,2.0,GoncyRe,7.189922170745808,2.0,2.0,4.189654742026425,,Ready To Move,Ready To Move,"Bellandur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sai Gardens,2.0,Alivae ,7.140453043101158,2.0,2.0,4.127134385045092,,Ready To Move,Ready To Move,"Sai Gardens,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Manayata Tech Park,2.0,others,7.00397413672268,2.0,2.0,3.8501476017100584,,Ready To Move,Ready To Move,"Manayata Tech Park,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Ramamurthy Nagar,2.0,others,6.55250788703459,2.0,1.0,3.5263605246161616,,Ready To Move,Ready To Move,"Ramamurthy Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,Eladero,7.424165281042028,2.0,2.0,4.912654885736052,,Ready To Move,Ready To Move,"7th Phase JP Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Ullal Road,4.0,others,8.131824785007195,4.0,2.0,5.25227342804663,,Ready To Move,Ready To Move,"Ullal Road,Bangalore,Karnataka,India"
Super built-up  Area,18-Aug,Kodihalli,4.0,Soianal,8.089789175789319,5.0,3.0,5.963579343618446,Aug,,Aug,"Kodihalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Doddakammanahalli,2.0,others,7.074116816197362,2.0,2.0,4.04305126783455,,Ready To Move,Ready To Move,"Doddakammanahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Uttarahalli,2.0,Sencys ,7.057036981697891,2.0,2.0,3.828641396489095,,Ready To Move,Ready To Move,"Uttarahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kasavanhalli,4.0,others,7.530479995245536,3.0,2.0,4.663439094112067,,Ready To Move,Ready To Move,"Kasavanhalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sahakara Nagar,3.0,HoAcela,7.557472901614746,3.0,2.0,5.0106352940962555,,Ready To Move,Ready To Move,"Sahakara Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,BTM Layout,3.0,C ensnd,7.285506548522785,3.0,2.0,4.382026634673881,,Ready To Move,Ready To Move,"BTM Layout,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Thirumenahalli,5.0,others,7.0909098220799835,4.0,2.0,4.7535901911063645,,Ready To Move,Ready To Move,"Thirumenahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Babusapalaya,2.0,others,7.00850518208228,2.0,1.0,3.713572066704308,,Ready To Move,Ready To Move,"Babusapalaya,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hulimavu,3.0,Vapasrk,8.01829613851552,5.0,3.0,5.3981627015177525,,Ready To Move,Ready To Move,"Hulimavu,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Bannerghatta Road,6.0,others,7.0909098220799835,6.0,3.0,5.081404364984463,,Ready To Move,Ready To Move,"Bannerghatta Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Akshaya Nagar,3.0,DLhtsnd,7.416378479192928,3.0,2.0,4.51085950651685,,Ready To Move,Ready To Move,"Akshaya Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Yelahanka,3.0,PuziaVe,7.350516171833998,3.0,2.0,4.465908118654584,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Jigani,2.0,DLhtsan,6.823286122355687,2.0,2.0,3.9318256327243257,,Ready To Move,Ready To Move,"Jigani,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,Mades G,7.283448228756631,2.0,1.0,4.59511985013459,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Jakkasandra Extension,2.0,others,7.095064377287131,2.0,1.0,4.2626798770413155,,Ready To Move,Ready To Move,"Jakkasandra Extension,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,BEML Layout,2.0,others,7.085901464365611,2.0,1.0,4.189654742026425,,Ready To Move,Ready To Move,"BEML Layout,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Laggere,2.0,others,7.0909098220799835,2.0,0.0,4.330733340286331,,Ready To Move,Ready To Move,"Laggere,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Bannerghatta Road,3.0,Pyvenas,7.00397413672268,2.0,2.0,3.970291913552122,,Ready To Move,Ready To Move,"Bannerghatta Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,S2kaaan,7.2485040723706105,3.0,2.0,3.9094196195580313,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Subramanyapura,2.0,Prldsri,6.835184586147301,2.0,1.0,4.04305126783455,,Ready To Move,Ready To Move,"Subramanyapura,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Frazer Town,4.0,Asuilnc,8.142354276849835,5.0,2.0,5.834810737062605,,Ready To Move,Ready To Move,"Frazer Town,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,others,6.943122422819428,2.0,1.0,3.697095608885277,,Ready To Move,Ready To Move,"7th Phase JP Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,8th Phase JP Nagar,4.0,others,7.650168700845001,4.0,3.0,4.532599493153256,,Ready To Move,Ready To Move,"8th Phase JP Nagar,Bangalore,Karnataka,India"
Super built-up  Area,17-Jul,Channasandra,2.0,Unm 2El,6.97166860472579,2.0,1.0,3.7249702742582897,Jul,,Jul,"Channasandra,Bangalore,Karnataka,India"
Super built-up  Area,22-Dec,Bannerghatta Road,3.0,PrarePa,7.335307983554306,3.0,0.0,4.446057214331018,Dec,,Dec,"Bannerghatta Road,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kengeri,6.0,others,7.313886831633462,6.0,3.0,5.017279836814924,,Ready To Move,Ready To Move,"Kengeri,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Hullahalli,5.0,others,7.0909098220799835,5.0,2.0,4.605170185988092,,Ready To Move,Ready To Move,"Hullahalli,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Hormavu,2.0,others,6.9975959829819265,2.0,1.0,3.519868911379654,Apr,,Apr,"Hormavu,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Anandapura,2.0,LoLeoen,7.1316985104669115,2.0,2.0,3.828641396489095,,Ready To Move,Ready To Move,"Anandapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Marathahalli,3.0,Asintas,7.427144133408616,3.0,3.0,4.663439094112067,,Ready To Move,Ready To Move,"Marathahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,Shentpa,7.044905117129371,2.0,1.0,3.9318256327243257,,Ready To Move,Ready To Move,"Nagarbhavi,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Jagajyothi layout,2.0,others,7.1316985104669115,2.0,3.0,4.07753744390572,Apr,,Apr,"Jagajyothi layout,Bangalore,Karnataka,India"
Super built-up  Area,17-Oct,Ramagondanahalli,3.0,ViistLa,7.280697195384741,3.0,1.0,4.118061088839417,Oct,,Oct,"Ramagondanahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Nobo Nagar,3.0,Elacet ,7.261927092702751,2.0,3.0,4.02535169073515,,Ready To Move,Ready To Move,"Nobo Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Gottigere,3.0,Krryll ,7.269616749608169,2.0,3.0,4.143134726391533,,Ready To Move,Ready To Move,"Gottigere,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Devanahalli,1.0,Sabixtt,6.490723534502507,1.0,0.0,3.328985047548231,Apr,,Apr,"Devanahalli,Bangalore,Karnataka,India"
Super built-up  Area,18-Jan,Bommanahalli,3.0,others,7.170888478512505,3.0,2.0,3.828641396489095,Jan,,Jan,"Bommanahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Whitefield,2.0,FoityIn,7.1252830915107115,2.0,2.0,4.189654742026425,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Marathahalli,3.0,others,7.555381944240273,3.0,3.0,4.787491742782046,,Ready To Move,Ready To Move,"Marathahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Yelahanka,3.0,PrrloMo,7.384610383176974,4.0,2.0,4.454347296253507,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hulimavu,2.0,Reiteee,7.028201432058005,2.0,1.0,4.189654742026425,,Ready To Move,Ready To Move,"Hulimavu,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Yelahanka,3.0,others,6.98100574072173,2.0,1.0,3.7612001156935624,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Mysore Road,2.0,others,7.052721049232323,2.0,1.0,3.9512437185814275,,Ready To Move,Ready To Move,"Mysore Road,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Lakkasandra Extension,5.0,others,7.155396301896734,3.0,1.0,5.5254529391317835,,Ready To Move,Ready To Move,"Lakkasandra Extension,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3.0,ThntsAp,7.1316985104669115,3.0,1.0,4.02535169073515,,Ready To Move,Ready To Move,"Krishna Reddy Layout,Bangalore,Karnataka,India"
Plot  Area,18-Mar,Kuvempu Layout,3.0,LGeete ,7.696667081526462,4.0,2.0,5.081404364984463,Mar,,Mar,"Kuvempu Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Billekahalli,3.0,others,7.783640596221253,3.0,1.0,5.017279836814924,,Ready To Move,Ready To Move,"Billekahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Chandapura,2.0,PavesGr,6.776506992372183,2.0,2.0,3.417726683613366,,Ready To Move,Ready To Move,"Chandapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Nagarbhavi,3.0,others,7.523481312573497,2.0,2.0,4.499809670330265,,Ready To Move,Ready To Move,"Nagarbhavi,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Kadugodi,2.0,Alestrb,7.181591944611865,2.0,3.0,4.430816798843313,Apr,,Apr,"Kadugodi,Bangalore,Karnataka,India"
Super built-up  Area,20-Aug,Rachenahalli,1.0,AsNowre,6.53813982376767,1.0,1.0,3.708682081410116,Aug,,Aug,"Rachenahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Electronic City Phase II,4.0,Shrds O,8.174984532943087,2.0,2.0,5.126935749792416,,Ready To Move,Ready To Move,"Electronic City Phase II,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Srirampura,2.0,HooudSi,7.115582126184454,2.0,3.0,4.02535169073515,,Ready To Move,Ready To Move,"Srirampura,Bangalore,Karnataka,India"
Super built-up  Area,18-May,Bommasandra,2.0,SSestth,6.825460036255307,2.0,1.0,3.6428355156125294,May,,May,"Bommasandra,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,Adeatlm,7.523481312573497,3.0,3.0,4.948759890378168,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City,2.0,Goty  E,6.97914527506881,2.0,2.0,4.110873864173311,,Ready To Move,Ready To Move,"Electronic City,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Maithri Layout,3.0,Lalipa ,7.340186835320115,3.0,3.0,4.343805421853684,,Ready To Move,Ready To Move,"Maithri Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,JRrnauv,7.346655163176539,3.0,3.0,4.1666652238017265,,Ready To Move,Ready To Move,"Kanakpura Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kalyan nagar,2.0,Satle C,7.089243155027514,2.0,1.0,4.189654742026425,,Ready To Move,Ready To Move,"Kalyan nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,HBR Layout,3.0,HMtesle,7.4127640174265625,3.0,2.0,4.51085950651685,,Ready To Move,Ready To Move,"HBR Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Kaveri Nagar,3.0,Roiti A,7.550135342488429,3.0,3.0,5.049856007249537,,Ready To Move,Ready To Move,"Kaveri Nagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Ramagondanahalli,3.0,DNeremo,7.555381944240273,3.0,2.0,4.962844630259907,,Ready To Move,Ready To Move,"Ramagondanahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Mysore Road,2.0,others,6.911747300251674,2.0,1.0,3.784189633918261,,Ready To Move,Ready To Move,"Mysore Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Chickpet,2.0,others,7.002155954403621,2.0,0.0,3.8918202981106265,,Ready To Move,Ready To Move,"Chickpet,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Whitefield,3.0,Sonviik,7.310550158534422,2.0,2.0,4.219507705176107,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,19-Dec,Thanisandra,3.0,DSity S,7.6838639802564295,3.0,2.0,4.344065128386763,Dec,,Dec,"Thanisandra,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Sarakki Nagar,4.0,others,7.783640596221253,4.0,2.0,5.883322388488279,,Ready To Move,Ready To Move,"Sarakki Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,T G extension,2.0,others,7.0909098220799835,1.0,2.0,4.564348191467836,,Ready To Move,Ready To Move,"T G extension,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Whitefield,3.0,DSe 2ie,7.3453648404168685,3.0,1.0,4.189654742026425,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Plot  Area,18-Mar,2nd Block Koramangala,7.0,others,8.594339400592892,5.0,2.0,6.880384082186005,Mar,,Mar,"2nd Block Koramangala,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Whitefield,4.0,Prtates,7.957527402230773,5.0,0.0,5.0466457316192885,Dec,,Dec,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,18-Jul,Hosur Road,3.0,PuendWe,7.432483807917119,3.0,1.0,4.6443908991413725,Jul,,Jul,"Hosur Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Electronic City Phase II,2.0,others,6.939253946041508,2.0,1.0,3.9889840465642745,,Ready To Move,Ready To Move,"Electronic City Phase II,Bangalore,Karnataka,India"
Super built-up  Area,18-Jul,Bhoganhalli,4.0,Rosha I,7.659171367666058,4.0,2.0,4.718498871295094,Jul,,Jul,"Bhoganhalli,Bangalore,Karnataka,India"
Plot  Area,18-Dec,Whitefield,2.0,others,7.0909098220799835,2.0,2.0,3.8529097409356394,Dec,,Dec,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,JCR Layout,2.0,others,6.966967138613983,2.0,2.0,3.6375861597263857,,Ready To Move,Ready To Move,"JCR Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Devi Nagar,2.0,RMerslu,7.00397413672268,2.0,1.0,4.127134385045092,,Ready To Move,Ready To Move,"Devi Nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,GKW Layout,4.0,others,7.208600337960199,4.0,2.0,5.420534999272286,,Ready To Move,Ready To Move,"GKW Layout,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Gandhi Nagar,5.0,others,6.957497370876951,4.0,1.0,4.394449154672439,,Ready To Move,Ready To Move,"Gandhi Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Hennur Road,3.0,Mileeou,7.1316985104669115,2.0,1.0,4.36792771029438,,Ready To Move,Ready To Move,"Hennur Road,Bangalore,Karnataka,India"
Super built-up  Area,18-May,8th Block Jayanagar,2.0,others,7.00397413672268,2.0,2.0,4.709530201312334,May,,May,"8th Block Jayanagar,Bangalore,Karnataka,India"
Plot  Area,18-Aug,Whitefield,2.0,others,7.0909098220799835,2.0,1.0,3.8529097409356394,Aug,,Aug,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Seegehalli,3.0,others,7.259116128097101,2.0,2.0,3.8501476017100584,,Ready To Move,Ready To Move,"Seegehalli,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Electronic City,3.0,GMown E,7.313886831633462,2.0,1.0,4.3694478524670215,Apr,,Apr,"Electronic City,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,OLd Gurappanapalya,3.0,SoliaMa,7.57198844937744,3.0,1.0,5.049856007249537,,Ready To Move,Ready To Move,"OLd Gurappanapalya,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Haralur Road,3.0,NDiteio,7.593877844605118,3.0,2.0,4.875197323201151,Dec,,Dec,"Haralur Road,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Sarjapur  Road,1.0,Kiare S,6.85751406254539,1.0,0.0,3.711130063048756,Apr,,Apr,"Sarjapur  Road,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,AMS Layout,3.0,others,7.0909098220799835,4.0,2.0,4.394449154672439,,Ready To Move,Ready To Move,"AMS Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,Solia D,7.469083884921234,3.0,2.0,4.663439094112067,,Ready To Move,Ready To Move,"Green Glen Layout,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Abbigere,4.0,others,7.0909098220799835,3.0,2.0,4.795790545596741,,Ready To Move,Ready To Move,"Abbigere,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Mahalakshmi Layout,5.0,others,7.0909098220799835,5.0,1.0,5.303304908059076,,Ready To Move,Ready To Move,"Mahalakshmi Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Old Madras Road,3.0,Brglede,7.300472814267799,2.0,2.0,4.442651256490317,,Ready To Move,Ready To Move,"Old Madras Road,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Jnana Ganga Nagar,3.0,others,6.398594934535208,4.0,1.0,4.406719247264253,,Ready To Move,Ready To Move,"Jnana Ganga Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,Saitya ,7.510430556378006,3.0,2.0,4.875197323201151,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2.0,others,6.943122422819428,2.0,1.0,3.697095608885277,,Ready To Move,Ready To Move,"8th Phase JP Nagar,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Sarjapur  Road,4.0,Saacesa,7.8636512654486515,4.0,2.0,4.59511985013459,,Ready To Move,Ready To Move,"Sarjapur  Road,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Kasavanhalli,3.0,others,7.419380582918692,3.0,2.0,4.532599493153256,,Ready To Move,Ready To Move,"Kasavanhalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,2.0,Bhmesy ,6.840546529288687,2.0,2.0,4.02535169073515,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,JP Nagar,3.0,others,11.418123236136964,3.0,1.0,4.253340627045836,,Ready To Move,Ready To Move,"JP Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Mahadevpura,3.0,Neisei ,7.390798521735676,2.0,1.0,4.343805421853684,,Ready To Move,Ready To Move,"Mahadevpura,Bangalore,Karnataka,India"
Super built-up  Area,17-Jun,Electronic City,2.0,GMown E,6.976348070447749,2.0,1.0,3.871201010907891,Jun,,Jun,"Electronic City,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Hosur Road,5.0,others,8.188966863648876,5.0,3.0,5.198497031265826,,Ready To Move,Ready To Move,"Hosur Road,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Uttarahalli,3.0,others,7.155396301896734,2.0,2.0,4.110873864173311,Apr,,Apr,"Uttarahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,rr nagar,2.0,others,7.244941546337007,2.0,2.0,4.110873864173311,,Ready To Move,Ready To Move,"rr nagar,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Vishveshwarya Layout,7.0,others,7.0909098220799835,8.0,2.0,5.198497031265826,,Ready To Move,Ready To Move,"Vishveshwarya Layout,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,"Varthur Road, ",2.0,others,7.193685818395112,2.0,1.0,4.174387269895637,,Ready To Move,Ready To Move,"Varthur Road, ,Bangalore,Karnataka,India"
Super built-up  Area,19-Dec,Balagere,2.0,Soresea,6.920671504248683,2.0,1.0,4.018003328965378,Dec,,Dec,"Balagere,Bangalore,Karnataka,India"
Super built-up  Area,19-Dec,Electronic City Phase II,3.0,DSineSt,7.385230923066573,2.0,2.0,3.8985324152456466,Dec,,Dec,"Electronic City Phase II,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Whitefield,3.0,Gamesti,7.2485040723706105,3.0,2.0,4.07753744390572,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,VGP Layout,3.0,Vaurtar,7.323830566202317,3.0,3.0,4.51085950651685,,Ready To Move,Ready To Move,"VGP Layout,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thigalarapalya,3.0,Prtanha,7.5126175446745105,4.0,2.0,5.017279836814924,,Ready To Move,Ready To Move,"Thigalarapalya,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Kaggadasapura,3.0,Omncy R,7.444833273892193,3.0,0.0,4.110873864173311,,Ready To Move,Ready To Move,"Kaggadasapura,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,BTM Layout,2.0,Varala ,6.841615476477592,2.0,1.0,3.960813169597578,,Ready To Move,Ready To Move,"BTM Layout,Bangalore,Karnataka,India"
Super built-up  Area,18-Apr,Jakkur,3.0,others,7.6953031349635665,3.0,2.0,4.919980925828125,Apr,,Apr,"Jakkur,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,TC Palaya,4.0,others,6.398594934535208,4.0,0.0,4.189654742026425,,Ready To Move,Ready To Move,"TC Palaya,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Yeshwanthpur,3.0,IBityin,7.425953657077541,3.0,2.0,4.533996366533566,,Ready To Move,Ready To Move,"Yeshwanthpur,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Brookefield,3.0,Roeekbl,7.252053951852814,2.0,0.0,4.394449154672439,,Ready To Move,Ready To Move,"Brookefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Jakkur,2.0,AvensGa,7.026426808699636,2.0,2.0,4.189654742026425,,Ready To Move,Ready To Move,"Jakkur,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Magadi Road,3.0,Vrenty ,7.083387847625295,2.0,1.0,4.032114485685967,,Ready To Move,Ready To Move,"Magadi Road,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thubarahalli,2.0,others,7.0909098220799835,2.0,2.0,4.382026634673881,,Ready To Move,Ready To Move,"Thubarahalli,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,CV Raman Nagar,3.0,Keera R,7.330405211844402,2.0,3.0,4.219507705176107,,Ready To Move,Ready To Move,"CV Raman Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3.0,others,7.289610521451167,3.0,3.0,4.04305126783455,,Ready To Move,Ready To Move,"KUDLU MAIN ROAD,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Seegehalli,2.0,others,6.825460036255307,2.0,1.0,3.332204510175204,Dec,,Dec,"Seegehalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Yelahanka,1.0,others,6.480044561926653,1.0,1.0,2.917770732084279,,Ready To Move,Ready To Move,"Yelahanka,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Chikkabanavar,2.0,Javasya,6.398594934535208,1.0,2.0,3.258096538021482,,Ready To Move,Ready To Move,"Chikkabanavar,Bangalore,Karnataka,India"
Super built-up  Area,18-Sep,Chandapura,1.0,SunceEs,6.470799503782602,1.0,1.0,2.859339648648436,Sep,,Sep,"Chandapura,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Thanisandra,2.0,MenueNo,7.078341579557671,2.0,2.0,3.8066624897703196,,Ready To Move,Ready To Move,"Thanisandra,Bangalore,Karnataka,India"
Super built-up  Area,18-May,Electronics City Phase 1,2.0,Shitt S,7.0825485693553,2.0,1.0,4.23410650459726,May,,May,"Electronics City Phase 1,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Harohalli,2.0,others,16.024228938853046,2.0,0.0,5.303304908059076,,Ready To Move,Ready To Move,"Harohalli,Bangalore,Karnataka,India"
Super built-up  Area,18-Dec,Whitefield,4.0,Prtates,7.957527402230773,5.0,0.0,5.072043922224899,Dec,,Dec,"Whitefield,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Whitefield,2.0,Veale R,7.212294468500341,2.0,3.0,4.30406509320417,,Ready To Move,Ready To Move,"Whitefield,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,KR Puram,2.0,others,7.0909098220799835,1.0,0.0,4.189654742026425,,Ready To Move,Ready To Move,"KR Puram,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Kundalahalli,4.0,others,8.853808274977197,4.0,3.0,6.311734809152915,,Ready To Move,Ready To Move,"Kundalahalli,Bangalore,Karnataka,India"
Plot  Area,Ready To Move,Ramamurthy Nagar,6.0,others,7.0909098220799835,4.0,1.0,4.709530201312334,,Ready To Move,Ready To Move,"Ramamurthy Nagar,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Yelahanka New Town,1.0,KHatsFl,6.2166061010848646,2.0,1.0,3.2188758248682006,,Ready To Move,Ready To Move,"Yelahanka New Town,Bangalore,Karnataka,India"
Super built-up  Area,Ready To Move,Bommasandra Industrial Area,3.0,Stkarrd,7.1316985104669115,3.0,3.0,3.9318256327243257,,Ready To Move,Ready To Move,"Bommasandra Industrial Area,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Uttarahalli,3.0,others,7.300472814267799,2.0,1.0,4.07753744390572,,Ready To Move,Ready To Move,"Uttarahalli,Bangalore,Karnataka,India"
Built-up  Area,Ready To Move,Ambalipura,4.0,Toeadp ,8.101980731853192,4.0,2.0,5.799092654460526,,Ready To Move,Ready To Move,"Ambalipura,Bangalore,Karnataka,India"
Super built-up  Area,18-May,KR Puram,3.0,TGasyhu,7.367708572374371,2.0,2.0,4.268927922920933,May,,May,"KR Puram,Bangalore,Karnataka,India"
