address,place_name,relevance,longitude,lattitude
"M.G Road,Bangalore,Karnataka,India","Mahatma Gandhi Road, 560001, Ashok Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.6062716947901,12.975327
"Naganathapura,Bangalore,Karnataka,India","Naganathapura, Rayasandra, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.663895,12.870178
"Horamavu Banaswadi,Bangalore,Karnataka,India","Horamavu Road, Jayanti Nagar, 560113, Horamavu, Bengaluru, Bengaluru Urban, Karnataka, India",0.87,77.6689079,13.024357
"1st Phase JP Nagar,Bangalore,Karnataka,India","JP Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.771905,77.586607,12.909694
"Kaverappa Layout,Bangalore,Karnataka,India","Kaverappa Layout, Kadubeesanahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.700846,12.936766
"NGR Layout,Bangalore,Karnataka,India","NR Layout, Dooravani Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.994167,77.67085,13.000672
"Divya Unnathi Layout,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.638889,77.5913,12.97912
"Vasantha Vallabha Nagar,Bangalore,Karnataka,India","Vasantha Vallabha Nagar, Bikasipura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.555207,12.888842
"sapthagiri Layout,Bangalore,Karnataka,India","Saptagiri Layout, Hosakerehalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.530451,12.918855
"Seegehalli,Bangalore,Karnataka,India","Seegehalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.461424,12.814396
"BEML Layout,Bangalore,Karnataka,India","BEML Layout, Brookefield, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.719206,12.959966
"Alur,Bangalore,Karnataka,India","Alur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.465069,13.085603
"Devarabisanahalli,Bangalore,Karnataka,India","Devarabisanahalli, Bellandur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.691266,12.932331
"NRI Layout,Bangalore,Karnataka,India","NRI Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.680045,13.031009
"Sidedahalli,Bangalore,Karnataka,India","Sidedahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.49816,13.068522
"Dwarka Nagar,Bangalore,Karnataka,India","Dwarka Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.621179,13.124416
"ITPL,Bangalore,Karnataka,India","ITPL, Whitefield Road, Bengaluru, Karnataka 560066, India",1.0,77.73556,12.985786
"Thurahalli,Bangalore,Karnataka,India","Thurahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.520279,12.882848
"Hallehalli,Bangalore,Karnataka,India","Hallehalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.704971,13.030735
"Kattigenahalli,Bangalore,Karnataka,India","Kattigenahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.627356,13.119435
"Marathi Layout,Bangalore,Karnataka,India","Maruthi Layout, Kempe Gowda Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.99869,77.570716,13.060851
"Weavers Colony,Bangalore,Karnataka,India","Weavers Colony, Gottigere, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.583129,12.845495
"Raghavendra Nagar,Bangalore,Karnataka,India","Raghavendra Nagar, Kalkere, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.675451,13.023111
"KR Layout,Bangalore,Karnataka,India","KR Layout, JP Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.582815,12.903422
"Babusapalaya,Bangalore,Karnataka,India","Babusabpalya, Hennur Gardens, Bengaluru, Bengaluru Urban, Karnataka, India",0.999583,77.646628,13.025237
"Nagappa Reddy Layout,Bangalore,Karnataka,India","Nagappa Reddy Layout, Dooravani Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.675195,13.008142
"Kempapura,Bangalore,Karnataka,India","Kempapura, Bellandur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.67412,12.948172
"BTM 1st Stage,Bangalore,Karnataka,India","BTM, Bengaluru, Bengaluru Urban, Karnataka, India",0.750741,77.599264,12.914268
"Kariyammana Agrahara,Bangalore,Karnataka,India","Kariyammana Agrahara, Bellandur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.682347,12.933257
"Hessarghatta,Bangalore,Karnataka,India","Hesarghatta Road, 560097, Madi Agrahara, Bengaluru, Bengaluru Urban, Karnataka, India",0.951667,77.5304733,13.0996791
"Binnamangala,Bangalore,Karnataka,India","Binnamangala, Indiranagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.639052,12.981236
"Suraksha Nagar,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Lakshmi Layout,Bangalore,Karnataka,India","Lakshmi Road, 560027, Shanti Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.77,77.5969849,12.9580543
"Iblur Village,Bangalore,Karnataka,India","Iblur Village, Bellandur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.663343,12.922544
"Kadugondanahalli,Bangalore,Karnataka,India","Kadugondanahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.621546,13.020703
"Basava Nagar,Bangalore,Karnataka,India","Basava Nagar, Bidar, Bidar, Karnataka, India",0.772222,77.512099,17.883814
"2nd Block Hrbr Layout,Bangalore,Karnataka,India","HRBR Layout, Kalyan Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.771905,77.634008,13.025186
"Ananth Nagar,Bangalore,Karnataka,India","Ananth Nagar, Anekal, Bengaluru Urban, Karnataka, India",1.0,77.684897,12.835916
"Canara Bank Layout,Bangalore,Karnataka,India","Canara Bank Layout, Rajiv Gandhi Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.578355,13.068572
"Narasapura,Bangalore,Karnataka,India","Narasipura, Bengaluru, Bengaluru Urban, Karnataka, India",0.9975,77.463055,13.11005
"Manjunath Nagar,Bangalore,Karnataka,India","Manjunath Nagar, Basaveshwar Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.548053,12.993951
"Basapura,Bangalore,Karnataka,India","Basapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.653681,12.865999
"Channasandra,Bangalore,Karnataka,India","Channasandra, Bengaluru, Karnataka 560098, India",1.0,77.519655,12.900561
"Singena Agrahara,Bangalore,Karnataka,India","Singena Agrahara, Anekal, Bengaluru Urban, Karnataka, India",1.0,77.715312,12.838353
"Sector 1 HSR Layout,Bangalore,Karnataka,India","Sector 1, HSR Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.652492,12.91763
"Mango Garden Layout,Bangalore,Karnataka,India","Mango Garden Layout, Bikasipura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.563019,12.893837
"Kacharakanahalli,Bangalore,Karnataka,India","Kacharakanahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.637379,13.015755
"Bidere Agarahara, Behind Safal market,Bangalore,Karnataka,India","Agrahara, Bengaluru, Bengaluru Urban, Karnataka, India",0.667407,77.617445,13.083161
"Grihalakshmi Layout,Bangalore,Karnataka,India","Grihalakshmi Layout, Basaveshwar Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.544671,12.993582
"Gopalkrishna Nagar,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Choodasandra,Bangalore,Karnataka,India","Choodasandra, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.688108,12.883848
"Sai Gardens,Bangalore,Karnataka,India","Sai Gardens, Belatur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.755405,13.015336
"Dodda Kempaiah Layout,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.638889,77.5913,12.97912
"Hanumanth Nagar,Bangalore,Karnataka,India","Hanumanth Nagar Main Road, 560075, New Tippasandra, Bengaluru, Bengaluru Urban, Karnataka, India",0.946667,77.6566804,12.9706693
"Kaikondrahalli,Bangalore,Karnataka,India","Kaikondrahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.685316,12.912366
"Hunasamaranahalli,Bangalore,Karnataka,India","Hunasamaranahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.619124,13.14401
"RWF West Colony,Bangalore,Karnataka,India","East Colony, Yelahanka, Bengaluru, Bengaluru Urban, Karnataka, India",0.81303,77.59241,13.098193
"Bileshivale,Bangalore,Karnataka,India","Bileshivali, Bengaluru, Bengaluru Urban, Karnataka, India",0.998636,77.671022,13.054331
"Neeladri Nagar,Bangalore,Karnataka,India","Neeladri Nagar, Electronic City, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.647612,12.83871
"Frazer Town,Bangalore,Karnataka,India","Barista, 94, Mosque Road, Frazer Town, Bengaluru, Karnataka 560005, India",1.0,77.614162,12.996865
"Williams Town,Bangalore,Karnataka,India","Williams Town, Benson Town, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.60815,13.000077
"Jaya Nagar East,Bangalore,Karnataka,India","Jaya Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.824815,77.589391,12.918644
"Iggalur,Bangalore,Karnataka,India","Iggalur, Anekal, Bengaluru Urban, Karnataka, India",0.99,77.70073,12.775936
"Cooke Town,Bangalore,Karnataka,India","Cooke Town, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.620268,13.000846
"Doddakallasandra,Bangalore,Karnataka,India","Doddakallasandra, Konanakunte, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.559292,12.881345
"Chokkanahalli,Bangalore,Karnataka,India","Chokkanahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.632481,13.083117
"Chikkaballapur,Bangalore,Karnataka,India","Punjabi By Nature, 6, Krishna Industrial Estate, Hosur Road, Bengaluru, Karnataka 560029, India",0.735536,77.608909,12.934954
"Chamrajpet,Bangalore,Karnataka,India","Chamrajpet, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.562916,12.958418
"VGP Layout,Bangalore,Karnataka,India","VGP Layout, Anekal, Bengaluru Urban, Karnataka, India",1.0,77.652598,12.891182
"Classic Paradise Layout,Bangalore,Karnataka,India","Classic Paradise Layout, Begur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.620672,12.878582
"Byappanahalli,Bangalore,Karnataka,India","Byappanahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.720016,13.072126
"Vasanth nagar,Bangalore,Karnataka,India","Vasanth Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.594141,12.991455
"Rayasandra,Bangalore,Karnataka,India","Rayasandra, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.672892,12.873402
"Kalkere,Bangalore,Karnataka,India","Kalkere, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.673808,13.03509
"T.C. Palya,Bangalore,Karnataka,India","Tc Palaya Road, 560016, Krishnarajapuram, Bengaluru, Bengaluru Urban, Karnataka, India",0.990208,77.6930892,13.0098552
"Siddapura,Bangalore,Karnataka,India","Siddapura, Whitefield, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.730974,12.95426
"Makali,Bangalore,Karnataka,India","Makali, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.454464,13.067816
"Vibuthipura,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.75,77.5913,12.97912
"5th Block Hbr Layout,Bangalore,Karnataka,India","HBR Layout, Bengaluru, Bengaluru Urban, Karnataka, India",0.771905,77.63236,13.03587
"Pai Layout,Bangalore,Karnataka,India","Pai Layout, Mahadevapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.666666,12.994261
"Defence Layout,Bangalore,Karnataka,India","Defence Layout, Vidyaranyapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.558454,13.083324
"Roopena Agrahara,Bangalore,Karnataka,India","Roopena Agrahara, Bommanahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.623826,12.91064
"Banashankari Stage V,Bangalore,Karnataka,India","Banashankari Stage Ii, Bengaluru, Bengaluru Urban, Karnataka, India",0.772963,77.566538,12.922889
"Coconut Garden,Bangalore,Karnataka,India","Coconut Garden, Hebbal, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.598676,13.036561
"Gollahalli,Bangalore,Karnataka,India","Gollahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.563266,12.844661
"Sonnenahalli,Bangalore,Karnataka,India","Sonnenahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.500349,13.197949
"D Souza Layout,Bangalore,Karnataka,India","D' Souza Road, 560 025, Ashok Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.772963,77.60172615,12.967554
"ECC Road, Whitefield, ,Bangalore,Karnataka,India","Ecumenical Christian Center Road, Pattandur Agrahara, 560066, Whitefield, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.7397408,12.9766481
"Seetharampalya,Bangalore,Karnataka,India","Seetharampalya, Hoodi, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.715538,12.983795
"Rukmaiah Layout,Bangalore,Karnataka,India","Rukmaiah Layout, Hulimavu, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.611936,12.877846
"Devanahalli Int. Airport,Bangalore,Karnataka,India","Kempegowda International Airport (BLR), Devanahalli, Devanahalli, Karnataka 560300, India",0.53,77.7072355,13.1997185
"Puttanahalli,Bangalore,Karnataka,India","Puttenahalli, J P Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.999583,77.580699,12.895432
"Benson Town,Bangalore,Karnataka,India","Benson Town, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.604175,12.997803
"Devasandra Extension,Bangalore,Karnataka,India","Devasandra Extension, Krishnarajapuram, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.699441,13.008473
"2nd Phase Judicial Layout,Bangalore,Karnataka,India","2nd Phase, JP Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.771905,77.588039,12.911667
"1st Block HRBR Layout,Bangalore,Karnataka,India","HRBR Layout, Kalyan Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.771905,77.634008,13.025186
"Sarjapur Road, ,Bangalore,Karnataka,India","Sarjapura Road, 560035, Kaikondrahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.687841195793,12.90982715
"Byadarahalli,Bangalore,Karnataka,India","Byadarahalli, Benson Town, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.604395,12.997894
"Poorna Pragna Layout,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.638889,77.5913,12.97912
"Judicial Layout,Bangalore,Karnataka,India","Judicial Layout, Yelahanka, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.587819,13.075764
"Varthur Road, ,Bangalore,Karnataka,India","Varthur Road, Siddapura, 560066, Whitefield, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.7221966,12.9556973
"Chikka Banaswadi,Bangalore,Karnataka,India","Chikka Banaswadi, Banaswadi, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.646225,13.008583
"Outer Ring Road East,Bangalore,Karnataka,India","Sarjapura Road, 560035, Kaikondrahalli, Bengaluru, Bengaluru Urban, Karnataka, India",0.835397,77.687841195793,12.90982715
"Kavika Layout,Bangalore,Karnataka,India","Kalika Nagar, Ragavendra Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.756667,77.495622,13.011392
"Vinayaka Nagar,Bangalore,Karnataka,India","Vinayaka Nagar, HAL, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.658972,12.954709
"Banashankari Stage II,Bangalore,Karnataka,India","Banashankari Stage Ii, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.566538,12.922889
"Hennur Busstop,Bangalore,Karnataka,India","Hennur Road, Telecom Layout, 560043, HBR Layout, Bengaluru, Bengaluru Urban, Karnataka, India",0.77,77.6312977,13.0359535
"GB Palya,Bangalore,Karnataka,India","GM Palya, C V Raman Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.990208,77.665408,12.974779
"AMS Layout,Bangalore,Karnataka,India","AMS Layout, Vidyaranyapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.558704,13.087148
"9th Block Jayanagar,Bangalore,Karnataka,India","9th Block, Nagarbhavi, Bengaluru, Bengaluru Urban, Karnataka, India",0.824815,77.514819,12.960198
"Karuna Nagar,Bangalore,Karnataka,India","Karuna Nagar, Electronic City, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.647099,12.84357
"Ashwathnagar,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.75,77.5913,12.97912
"Gaurava Nagar,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Kengeri Satellite Town ( BDA SITE),Bangalore,Karnataka,India","Kengeri Satellite Town, Bengaluru, Bengaluru Urban, Karnataka, India",0.787778,77.486964,12.923649
"AGS Layout,Bangalore,Karnataka,India","AGS Layout, Banashankari, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.540098,12.916484
"Srinagar,Bangalore,Karnataka,India","Srinagar, Banashankari, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.548469,12.953299
"Brigade Road,Bangalore,Karnataka,India","Brigade Road, 560025, Ashok Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.6066965,12.9698386
"Bannerghatta,Bangalore,Karnataka,India","Bannerughatta, Anekal, Bengaluru Urban, Karnataka, India",0.979583,77.578951,12.813337
"Maruthi HBCS Layout,Bangalore,Karnataka,India","Maruthi HBCS Layout, BTM Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.607018,12.92094
"Devanahalli Road,Bangalore,Karnataka,India","Devanahalli, Karnataka, India",0.696,77.713438,13.24835
"Green Woods Layout,Bangalore,Karnataka,India","Green Woods Layout, Varanasi, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.689498,13.030548
"Craig Park Layout,Bangalore,Karnataka,India","Craig Park Layout, Ashok Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.615839,12.971383
"Immadihalli,Bangalore,Karnataka,India","Immadihalli, Whitefield, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.762046,12.966399
"Banagiri Nagar,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Hiremath Layout,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Jnanabharathi Layout,Bangalore,Karnataka,India","Gnanabharathi, Kengeri Satellite Town, Bengaluru, Bengaluru Urban, Karnataka, India",0.802308,77.492704,12.926461
"Chikkasandra,Bangalore,Karnataka,India","Chikkasandra, Jalahalli West, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.509898,13.065754
"Bharath Housing Society Layout,Bangalore,Karnataka,India","Bharath Housing Society Layout, Subramanyapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.529623,12.902898
"3rd Block Jayanagar,Bangalore,Karnataka,India","3rd Block, Banashankari, Bengaluru, Bengaluru Urban, Karnataka, India",0.917407,77.547536,12.933756
"Manjunatha Layout,Bangalore,Karnataka,India","Manjunatha Layout, Krishnarajapuram, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.700499,13.008052
"Konanakunte Cross,Bangalore,Karnataka,India","Konanakunte Cross, Kanakapura Rd, Bengaluru, Karnataka, Bengaluru, Karnataka 560062, India",1.0,77.563506,12.889549
"Abbaiah Reddy Layout,Bangalore,Karnataka,India","Reddy Street, 560064, Central Reserve Police Force Area, Bengaluru, Bengaluru Urban, Karnataka, India",0.713704,77.5696309,13.114818
"Tavarekere,Bangalore,Karnataka,India","Tavarekere, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.401424,12.963694
"Thirumenahalli,Bangalore,Karnataka,India","Thirumenahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.753053,13.110933
"KPC Layout,Bangalore,Karnataka,India","KPC Layout, Kasavanahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.678556,12.903126
"HOSUR MAIN ROAD,Bangalore,Karnataka,India","Main Road, 560075, New Tippasandra, Bengaluru, Bengaluru Urban, Karnataka, India",0.824815,77.6558398,12.9704842
"Nandi Durga Road,Bangalore,Karnataka,India","Nandi Durga Road, Jayamahal Extension, 560046, Jayamahal, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.5983438,13.0022742
"Kumara Park,Bangalore,Karnataka,India","Kumara Park East, Sheshadripuram, Bengaluru, Bengaluru Urban, Karnataka, India",0.946667,77.582224,12.993489
"Daadys Gaarden Layout,Bangalore,Karnataka,India","Garden Layout, HSR Layout, Bengaluru, Bengaluru Urban, Karnataka, India",0.815556,77.646766,12.906691
"Maruthi Nagar,Bangalore,Karnataka,India","Maruthi Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.540362,13.00858
"Marsur,Bangalore,Karnataka,India","Marasur, Anekal, Bengaluru Urban, Karnataka, India",0.969167,77.713078,12.762543
"Kallumantapa,Bangalore,Karnataka,India","Kallumantapa, Horamavu, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.662673,13.01567
"Malimakanapura,Bangalore,Karnataka,India","Malimakanapura, Hosakote, Bengaluru Rural, Karnataka, India",0.87,77.848669,13.127524
"Rustam Bagh Layout,Bangalore,Karnataka,India","Rustam Bagh Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.650033,12.954624
"New Thippasandra,Bangalore,Karnataka,India","New Tippasandra, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.653693,12.973696
"Garden Layout,Bangalore,Karnataka,India","Garden Layout, HSR Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.646766,12.906691
"Viswapriyanagar.begur Road.bommanahalli.,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"T K Reddy Layout,Bangalore,Karnataka,India","Reddy Street, 560064, Central Reserve Police Force Area, Bengaluru, Bengaluru Urban, Karnataka, India",0.673492,77.5696309,13.114818
"Kumbena Agrahara,Bangalore,Karnataka,India","Kumbena Agrahara, Krishnarajapuram, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.747388,13.001797
"Pai layout , Mahadevapura,Bangalore,Karnataka,India","Pai Layout, Mahadevapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.666666,12.994261
"frazertown,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.75,77.5913,12.97912
"Akshayanagara East,Bangalore,Karnataka,India","Akshayanagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.802308,77.617139,12.871779
"Doddanekundi,Bangalore,Karnataka,India","Doddanekundi, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.681376,12.97517
"Venkatadri Layout,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Bommenahalli,Bangalore,Karnataka,India","Bommenahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.746594,13.074254
"Mahaganapathy Nagar,Bangalore,Karnataka,India","Mahaganapathy Nagar, Gottigere, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.59718,12.86105
"Andrahalli,Bangalore,Karnataka,India","Andrahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.483033,13.008594
"Vittal Nagar,Bangalore,Karnataka,India","Vittal Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.554638,12.951647
"2Electronic City Phase II,Bangalore,Karnataka,India","2 Electronic City Elevated Expressway, Doddathoguru, 560100, Electronic City, Bengaluru, Bengaluru Urban, Karnataka, India",0.718683,77.667198,12.852386
"3rd Block Banashankari,Bangalore,Karnataka,India","3rd Block, Banashankari, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.547536,12.933756
"Bhuvaneshwari Nagar,Bangalore,Karnataka,India","Bhuvaneshwari Nagar, T. Dasarahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.508669,13.056134
"Kadarenahalli,Bangalore,Karnataka,India","Kadarenahalli, Banashankari, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.563402,12.91606
"Laggere,Bangalore,Karnataka,India","Laggere, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.523522,13.00863
"Victoria Layout,Bangalore,Karnataka,India","Victoria Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.614268,12.965658
"Prithvi Layout,Bangalore,Karnataka,India","Prithvi Layout, Whitefield, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.743645,12.977178
"Subramanyanagar,Bangalore,Karnataka,India","Subramanyanagar, Rajaji Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.556799,13.004445
"1 Ramamurthy Nagar,Bangalore,Karnataka,India","Ramamurthi Nagar Main Road, Jayanti Nagar, 560016, Horamavu, Bengaluru, Bengaluru Urban, Karnataka, India",0.926944,77.6741205,13.0200635
"5th Stage BEML Layout,Bangalore,Karnataka,India","BEML Layout, Brookefield, Bengaluru, Bengaluru Urban, Karnataka, India",0.771905,77.719206,12.959966
"IVC Road,Bangalore,Karnataka,India","Ivc Road, 562110, Arasanahalli Peddanahalli, Devanahalli, Bengaluru Rural, Karnataka, India",0.886111,77.6448957,13.2307118
"Jaya Mahal layout,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.638889,77.5913,12.97912
"BSM Extension,Bangalore,Karnataka,India","BSM Extension, Kengeri Satellite Town, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.474824,12.912
"Vijinapura,Bangalore,Karnataka,India","Vijinapura, Dooravani Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.674427,13.002192
"Banaswadi,Bangalore,Karnataka,India","Banaswadi, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.651854,13.014162
"P&T Layout,Bangalore,Karnataka,India","P&T Layout, Thanisandra, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.62971,13.060678
"Byrasandra,Bangalore,Karnataka,India","Byrasandra, C V Raman Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.667778,12.980546
"SBM Colony,Bangalore,Karnataka,India","SBM Colony, Banashankari, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.560291,12.941193
"Veerannapalya,Bangalore,Karnataka,India","Veerannapalya, Nagavara, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.612695,13.041505
"Chowdeshwari Layout,Bangalore,Karnataka,India","Chowdeshwari Layout, Yelahanka, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.59675,13.10573
"Mathikere Extension,Bangalore,Karnataka,India","Mathikere Extension, Mathikere, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.561791,13.030956
"Sector 2 HSR Layout,Bangalore,Karnataka,India","Sector 2, PWD Quarters, Bengaluru, Bengaluru Urban, Karnataka, India",0.890952,77.653787,12.921839
"Anantapura,Bangalore,Karnataka,India","Anantapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.572202,13.113206
"Shivaji Nagar,Bangalore,Karnataka,India","Shivaji Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.607542,12.986391
"Badavala Nagar,Bangalore,Karnataka,India","Badavala Nagar, Mahadevapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.687675,12.994757
